EN_YEAR	EN_QUARTER	EN_MONTH	FR_ANNEÉ	FR_TRIMESTRE	FR_MOIS	EN_PROVINCE_TERRITORY	FR_PROVINCE_TERRITOIRE	EN_AGE	FR_ÂGE	TOTAL
2017	Q4	Oct	2017	T4	oct.	Manitoba	Manitoba	45 to 59 years old	45 à 59 ans	60
2017	Q4	Oct	2017	T4	oct.	Manitoba	Manitoba	60 to 74 years old	60 à 74 ans	20
2017	Q4	Oct	2017	T4	oct.	Manitoba	Manitoba	75 years old or more	75 ans et plus	5
2017	Q4	Oct	2017	T4	oct.	New Brunswick	Nouveau-Brunswick	0 to 14 years old	0 à 14 ans	95
2017	Q4	Oct	2017	T4	oct.	New Brunswick	Nouveau-Brunswick	15 to 29 years old	15 à 29 ans	55
2017	Q4	Oct	2017	T4	oct.	New Brunswick	Nouveau-Brunswick	30 to 44 years old	30 à 44 ans	115
2017	Q4	Oct	2017	T4	oct.	New Brunswick	Nouveau-Brunswick	45 to 59 years old	45 à 59 ans	25
2017	Q4	Oct	2017	T4	oct.	New Brunswick	Nouveau-Brunswick	60 to 74 years old	60 à 74 ans	--
2017	Q4	Oct	2017	T4	oct.	New Brunswick	Nouveau-Brunswick	75 years old or more	75 ans et plus	--
2017	Q4	Oct	2017	T4	oct.	Newfoundland and Labrador	Terre-Neuve-et-Labrador	0 to 14 years old	0 à 14 ans	15
2017	Q4	Oct	2017	T4	oct.	Newfoundland and Labrador	Terre-Neuve-et-Labrador	15 to 29 years old	15 à 29 ans	25
2017	Q4	Oct	2017	T4	oct.	Newfoundland and Labrador	Terre-Neuve-et-Labrador	30 to 44 years old	30 à 44 ans	20
2017	Q4	Oct	2017	T4	oct.	Newfoundland and Labrador	Terre-Neuve-et-Labrador	45 to 59 years old	45 à 59 ans	5
2017	Q4	Oct	2017	T4	oct.	Northwest Territories	Territoires du Nord-Ouest	0 to 14 years old	0 à 14 ans	--
2017	Q4	Oct	2017	T4	oct.	Northwest Territories	Territoires du Nord-Ouest	15 to 29 years old	15 à 29 ans	--
2017	Q4	Oct	2017	T4	oct.	Northwest Territories	Territoires du Nord-Ouest	30 to 44 years old	30 à 44 ans	--
2017	Q4	Oct	2017	T4	oct.	Northwest Territories	Territoires du Nord-Ouest	45 to 59 years old	45 à 59 ans	--
2017	Q4	Oct	2017	T4	oct.	Nova Scotia	Nouvelle-Écosse	0 to 14 years old	0 à 14 ans	70
2017	Q4	Oct	2017	T4	oct.	Nova Scotia	Nouvelle-Écosse	15 to 29 years old	15 à 29 ans	100
2017	Q4	Oct	2017	T4	oct.	Nova Scotia	Nouvelle-Écosse	30 to 44 years old	30 à 44 ans	145
2017	Q4	Oct	2017	T4	oct.	Nova Scotia	Nouvelle-Écosse	45 to 59 years old	45 à 59 ans	20
2017	Q4	Oct	2017	T4	oct.	Nova Scotia	Nouvelle-Écosse	60 to 74 years old	60 à 74 ans	10
2017	Q4	Oct	2017	T4	oct.	Nunavut	Nunavut	0 to 14 years old	0 à 14 ans	--
2017	Q4	Oct	2017	T4	oct.	Ontario	Ontario	0 to 14 years old	0 à 14 ans	1570
2017	Q4	Oct	2017	T4	oct.	Ontario	Ontario	15 to 29 years old	15 à 29 ans	3455
2017	Q4	Oct	2017	T4	oct.	Ontario	Ontario	30 to 44 years old	30 à 44 ans	3460
2017	Q4	Oct	2017	T4	oct.	Ontario	Ontario	45 to 59 years old	45 à 59 ans	560
2017	Q4	Oct	2017	T4	oct.	Ontario	Ontario	60 to 74 years old	60 à 74 ans	510
2017	Q4	Oct	2017	T4	oct.	Ontario	Ontario	75 years old or more	75 ans et plus	145
2017	Q4	Oct	2017	T4	oct.	Prince Edward Island	Île-du-Prince-Édouard	0 to 14 years old	0 à 14 ans	45
2017	Q4	Oct	2017	T4	oct.	Prince Edward Island	Île-du-Prince-Édouard	15 to 29 years old	15 à 29 ans	70
2017	Q4	Oct	2017	T4	oct.	Prince Edward Island	Île-du-Prince-Édouard	30 to 44 years old	30 à 44 ans	65
2017	Q4	Oct	2017	T4	oct.	Prince Edward Island	Île-du-Prince-Édouard	45 to 59 years old	45 à 59 ans	20
2017	Q4	Oct	2017	T4	oct.	Province/territory not stated	Province / territoire non déclaré(e)	15 to 29 years old	15 à 29 ans	--
2017	Q4	Oct	2017	T4	oct.	Province/territory not stated	Province / territoire non déclaré(e)	30 to 44 years old	30 à 44 ans	--
2017	Q4	Oct	2017	T4	oct.	Quebec	Québec	0 to 14 years old	0 à 14 ans	670
2017	Q4	Oct	2017	T4	oct.	Quebec	Québec	15 to 29 years old	15 à 29 ans	800
2017	Q4	Oct	2017	T4	oct.	Quebec	Québec	30 to 44 years old	30 à 44 ans	1185
2017	Q4	Oct	2017	T4	oct.	Quebec	Québec	45 to 59 years old	45 à 59 ans	260
2017	Q4	Oct	2017	T4	oct.	Quebec	Québec	60 to 74 years old	60 à 74 ans	155
2017	Q4	Oct	2017	T4	oct.	Quebec	Québec	75 years old or more	75 ans et plus	35
2017	Q4	Oct	2017	T4	oct.	Saskatchewan	Saskatchewan	0 to 14 years old	0 à 14 ans	305
2017	Q4	Oct	2017	T4	oct.	Saskatchewan	Saskatchewan	15 to 29 years old	15 à 29 ans	230
2017	Q4	Oct	2017	T4	oct.	Saskatchewan	Saskatchewan	30 to 44 years old	30 à 44 ans	460
2017	Q4	Oct	2017	T4	oct.	Saskatchewan	Saskatchewan	45 to 59 years old	45 à 59 ans	80
2017	Q4	Oct	2017	T4	oct.	Saskatchewan	Saskatchewan	60 to 74 years old	60 à 74 ans	20
2017	Q4	Oct	2017	T4	oct.	Saskatchewan	Saskatchewan	75 years old or more	75 ans et plus	5
2017	Q4	Oct	2017	T4	oct.	Yukon	Yukon	15 to 29 years old	15 à 29 ans	--
2017	Q4	Oct	2017	T4	oct.	Yukon	Yukon	30 to 44 years old	30 à 44 ans	5
2017	Q4	Oct	2017	T4	oct.	Yukon	Yukon	45 to 59 years old	45 à 59 ans	--
2018	Q1	Feb	2018	T1	fév.	Alberta	Alberta	0 to 14 years old	0 à 14 ans	480
2018	Q1	Feb	2018	T1	fév.	Alberta	Alberta	15 to 29 years old	15 à 29 ans	1150
2018	Q1	Feb	2018	T1	fév.	Alberta	Alberta	30 to 44 years old	30 à 44 ans	1225
2018	Q1	Feb	2018	T1	fév.	Alberta	Alberta	45 to 59 years old	45 à 59 ans	260
2018	Q1	Feb	2018	T1	fév.	Alberta	Alberta	60 to 74 years old	60 à 74 ans	145
2018	Q1	Feb	2018	T1	fév.	Alberta	Alberta	75 years old or more	75 ans et plus	25
2018	Q1	Feb	2018	T1	fév.	British Columbia	Colombie-Britannique	0 to 14 years old	0 à 14 ans	445
2018	Q1	Feb	2018	T1	fév.	British Columbia	Colombie-Britannique	15 to 29 years old	15 à 29 ans	1415
2018	Q1	Feb	2018	T1	fév.	British Columbia	Colombie-Britannique	30 to 44 years old	30 à 44 ans	1535
2018	Q1	Feb	2018	T1	fév.	British Columbia	Colombie-Britannique	45 to 59 years old	45 à 59 ans	290
2018	Q1	Feb	2018	T1	fév.	British Columbia	Colombie-Britannique	60 to 74 years old	60 à 74 ans	145
2018	Q1	Feb	2018	T1	fév.	British Columbia	Colombie-Britannique	75 years old or more	75 ans et plus	40
2018	Q1	Feb	2018	T1	fév.	Manitoba	Manitoba	0 to 14 years old	0 à 14 ans	215
2018	Q1	Feb	2018	T1	fév.	Manitoba	Manitoba	15 to 29 years old	15 à 29 ans	340
2018	Q1	Feb	2018	T1	fév.	Manitoba	Manitoba	30 to 44 years old	30 à 44 ans	435
2018	Q1	Feb	2018	T1	fév.	Manitoba	Manitoba	45 to 59 years old	45 à 59 ans	50
2018	Q1	Feb	2018	T1	fév.	Manitoba	Manitoba	60 to 74 years old	60 à 74 ans	25
2018	Q1	Feb	2018	T1	fév.	Manitoba	Manitoba	75 years old or more	75 ans et plus	--
2018	Q1	Feb	2018	T1	fév.	New Brunswick	Nouveau-Brunswick	0 to 14 years old	0 à 14 ans	105
2018	Q1	Feb	2018	T1	fév.	New Brunswick	Nouveau-Brunswick	15 to 29 years old	15 à 29 ans	90
2018	Q1	Feb	2018	T1	fév.	New Brunswick	Nouveau-Brunswick	30 to 44 years old	30 à 44 ans	175
2018	Q1	Feb	2018	T1	fév.	New Brunswick	Nouveau-Brunswick	45 to 59 years old	45 à 59 ans	40
2018	Q1	Feb	2018	T1	fév.	New Brunswick	Nouveau-Brunswick	60 to 74 years old	60 à 74 ans	5
2018	Q1	Feb	2018	T1	fév.	New Brunswick	Nouveau-Brunswick	75 years old or more	75 ans et plus	--
2018	Q1	Feb	2018	T1	fév.	Newfoundland and Labrador	Terre-Neuve-et-Labrador	0 to 14 years old	0 à 14 ans	20
2018	Q1	Feb	2018	T1	fév.	Newfoundland and Labrador	Terre-Neuve-et-Labrador	15 to 29 years old	15 à 29 ans	25
2018	Q1	Feb	2018	T1	fév.	Newfoundland and Labrador	Terre-Neuve-et-Labrador	30 to 44 years old	30 à 44 ans	45
2018	Q1	Feb	2018	T1	fév.	Newfoundland and Labrador	Terre-Neuve-et-Labrador	45 to 59 years old	45 à 59 ans	15
2018	Q1	Feb	2018	T1	fév.	Newfoundland and Labrador	Terre-Neuve-et-Labrador	60 to 74 years old	60 à 74 ans	--
2018	Q1	Feb	2018	T1	fév.	Northwest Territories	Territoires du Nord-Ouest	0 to 14 years old	0 à 14 ans	--
2018	Q1	Feb	2018	T1	fév.	Northwest Territories	Territoires du Nord-Ouest	15 to 29 years old	15 à 29 ans	10
2018	Q1	Feb	2018	T1	fév.	Northwest Territories	Territoires du Nord-Ouest	30 to 44 years old	30 à 44 ans	10
2018	Q1	Feb	2018	T1	fév.	Nova Scotia	Nouvelle-Écosse	0 to 14 years old	0 à 14 ans	85
2018	Q1	Feb	2018	T1	fév.	Nova Scotia	Nouvelle-Écosse	15 to 29 years old	15 à 29 ans	160
2018	Q1	Feb	2018	T1	fév.	Nova Scotia	Nouvelle-Écosse	30 to 44 years old	30 à 44 ans	190
2018	Q1	Feb	2018	T1	fév.	Nova Scotia	Nouvelle-Écosse	45 to 59 years old	45 à 59 ans	25
2018	Q1	Feb	2018	T1	fév.	Nova Scotia	Nouvelle-Écosse	60 to 74 years old	60 à 74 ans	5
2018	Q1	Feb	2018	T1	fév.	Nova Scotia	Nouvelle-Écosse	75 years old or more	75 ans et plus	--
2018	Q1	Feb	2018	T1	fév.	Nunavut	Nunavut	30 to 44 years old	30 à 44 ans	--
2018	Q1	Feb	2018	T1	fév.	Ontario	Ontario	0 to 14 years old	0 à 14 ans	1575
2018	Q1	Feb	2018	T1	fév.	Ontario	Ontario	15 to 29 years old	15 à 29 ans	4380
2018	Q1	Feb	2018	T1	fév.	Ontario	Ontario	30 to 44 years old	30 à 44 ans	4035
2018	Q1	Feb	2018	T1	fév.	Ontario	Ontario	45 to 59 years old	45 à 59 ans	600
2018	Q1	Feb	2018	T1	fév.	Ontario	Ontario	60 to 74 years old	60 à 74 ans	465
2018	Q1	Feb	2018	T1	fév.	Ontario	Ontario	75 years old or more	75 ans et plus	110
2018	Q1	Feb	2018	T1	fév.	Prince Edward Island	Île-du-Prince-Édouard	0 to 14 years old	0 à 14 ans	35
2018	Q1	Feb	2018	T1	fév.	Prince Edward Island	Île-du-Prince-Édouard	15 to 29 years old	15 à 29 ans	35
2018	Q1	Feb	2018	T1	fév.	Prince Edward Island	Île-du-Prince-Édouard	30 to 44 years old	30 à 44 ans	50
2018	Q1	Feb	2018	T1	fév.	Prince Edward Island	Île-du-Prince-Édouard	45 to 59 years old	45 à 59 ans	20
2018	Q1	Feb	2018	T1	fév.	Prince Edward Island	Île-du-Prince-Édouard	60 to 74 years old	60 à 74 ans	--
2018	Q1	Feb	2018	T1	fév.	Prince Edward Island	Île-du-Prince-Édouard	75 years old or more	75 ans et plus	--
2018	Q1	Feb	2018	T1	fév.	Quebec	Québec	0 to 14 years old	0 à 14 ans	700
2018	Q1	Feb	2018	T1	fév.	Quebec	Québec	15 to 29 years old	15 à 29 ans	1050
2018	Q1	Feb	2018	T1	fév.	Quebec	Québec	30 to 44 years old	30 à 44 ans	1395
2018	Q1	Feb	2018	T1	fév.	Quebec	Québec	45 to 59 years old	45 à 59 ans	335
2018	Q1	Feb	2018	T1	fév.	Quebec	Québec	60 to 74 years old	60 à 74 ans	105
2018	Q1	Feb	2018	T1	fév.	Quebec	Québec	75 years old or more	75 ans et plus	20
2018	Q1	Feb	2018	T1	fév.	Saskatchewan	Saskatchewan	0 to 14 years old	0 à 14 ans	335
2018	Q1	Feb	2018	T1	fév.	Saskatchewan	Saskatchewan	15 to 29 years old	15 à 29 ans	395
2018	Q1	Feb	2018	T1	fév.	Saskatchewan	Saskatchewan	30 to 44 years old	30 à 44 ans	585
2018	Q1	Feb	2018	T1	fév.	Saskatchewan	Saskatchewan	45 to 59 years old	45 à 59 ans	105
2018	Q1	Feb	2018	T1	fév.	Saskatchewan	Saskatchewan	60 to 74 years old	60 à 74 ans	25
2018	Q1	Feb	2018	T1	fév.	Saskatchewan	Saskatchewan	75 years old or more	75 ans et plus	5
2018	Q1	Feb	2018	T1	fév.	Yukon	Yukon	0 to 14 years old	0 à 14 ans	--
2018	Q1	Feb	2018	T1	fév.	Yukon	Yukon	15 to 29 years old	15 à 29 ans	10
2018	Q1	Feb	2018	T1	fév.	Yukon	Yukon	30 to 44 years old	30 à 44 ans	20
2018	Q1	Feb	2018	T1	fév.	Yukon	Yukon	45 to 59 years old	45 à 59 ans	--
2018	Q1	Jan	2018	T1	janv.	Alberta	Alberta	0 to 14 years old	0 à 14 ans	425
2018	Q1	Jan	2018	T1	janv.	Alberta	Alberta	15 to 29 years old	15 à 29 ans	1040
2018	Q1	Jan	2018	T1	janv.	Alberta	Alberta	30 to 44 years old	30 à 44 ans	1175
2018	Q1	Jan	2018	T1	janv.	Alberta	Alberta	45 to 59 years old	45 à 59 ans	275
2018	Q1	Jan	2018	T1	janv.	Alberta	Alberta	60 to 74 years old	60 à 74 ans	110
2018	Q1	Jan	2018	T1	janv.	Alberta	Alberta	75 years old or more	75 ans et plus	15
2018	Q1	Jan	2018	T1	janv.	British Columbia	Colombie-Britannique	0 to 14 years old	0 à 14 ans	385
2018	Q1	Jan	2018	T1	janv.	British Columbia	Colombie-Britannique	15 to 29 years old	15 à 29 ans	1630
2018	Q1	Jan	2018	T1	janv.	British Columbia	Colombie-Britannique	30 to 44 years old	30 à 44 ans	1560
2018	Q1	Jan	2018	T1	janv.	British Columbia	Colombie-Britannique	45 to 59 years old	45 à 59 ans	300
2018	Q1	Jan	2018	T1	janv.	British Columbia	Colombie-Britannique	60 to 74 years old	60 à 74 ans	140
2018	Q1	Jan	2018	T1	janv.	British Columbia	Colombie-Britannique	75 years old or more	75 ans et plus	30
2018	Q1	Jan	2018	T1	janv.	Manitoba	Manitoba	0 to 14 years old	0 à 14 ans	210
2018	Q1	Jan	2018	T1	janv.	Manitoba	Manitoba	15 to 29 years old	15 à 29 ans	340
2018	Q1	Jan	2018	T1	janv.	Manitoba	Manitoba	30 to 44 years old	30 à 44 ans	340
2018	Q1	Jan	2018	T1	janv.	Manitoba	Manitoba	45 to 59 years old	45 à 59 ans	60
2018	Q1	Jan	2018	T1	janv.	Manitoba	Manitoba	60 to 74 years old	60 à 74 ans	15
2018	Q1	Jan	2018	T1	janv.	Manitoba	Manitoba	75 years old or more	75 ans et plus	--
2018	Q1	Jan	2018	T1	janv.	New Brunswick	Nouveau-Brunswick	0 to 14 years old	0 à 14 ans	70
2018	Q1	Jan	2018	T1	janv.	New Brunswick	Nouveau-Brunswick	15 to 29 years old	15 à 29 ans	65
2018	Q1	Jan	2018	T1	janv.	New Brunswick	Nouveau-Brunswick	30 to 44 years old	30 à 44 ans	135
2018	Q1	Jan	2018	T1	janv.	New Brunswick	Nouveau-Brunswick	45 to 59 years old	45 à 59 ans	20
2018	Q1	Jan	2018	T1	janv.	Newfoundland and Labrador	Terre-Neuve-et-Labrador	0 to 14 years old	0 à 14 ans	15
2018	Q1	Jan	2018	T1	janv.	Newfoundland and Labrador	Terre-Neuve-et-Labrador	15 to 29 years old	15 à 29 ans	20
2018	Q1	Jan	2018	T1	janv.	Newfoundland and Labrador	Terre-Neuve-et-Labrador	30 to 44 years old	30 à 44 ans	25
2018	Q1	Jan	2018	T1	janv.	Newfoundland and Labrador	Terre-Neuve-et-Labrador	45 to 59 years old	45 à 59 ans	5
2018	Q1	Jan	2018	T1	janv.	Newfoundland and Labrador	Terre-Neuve-et-Labrador	60 to 74 years old	60 à 74 ans	--
2018	Q1	Jan	2018	T1	janv.	Newfoundland and Labrador	Terre-Neuve-et-Labrador	75 years old or more	75 ans et plus	--
2018	Q1	Jan	2018	T1	janv.	Northwest Territories	Territoires du Nord-Ouest	0 to 14 years old	0 à 14 ans	5
2018	Q1	Jan	2018	T1	janv.	Northwest Territories	Territoires du Nord-Ouest	15 to 29 years old	15 à 29 ans	10
2018	Q1	Jan	2018	T1	janv.	Northwest Territories	Territoires du Nord-Ouest	30 to 44 years old	30 à 44 ans	10
2018	Q1	Jan	2018	T1	janv.	Northwest Territories	Territoires du Nord-Ouest	45 to 59 years old	45 à 59 ans	--
2018	Q1	Jan	2018	T1	janv.	Nova Scotia	Nouvelle-Écosse	0 to 14 years old	0 à 14 ans	60
2018	Q1	Jan	2018	T1	janv.	Nova Scotia	Nouvelle-Écosse	15 to 29 years old	15 à 29 ans	120
2018	Q1	Jan	2018	T1	janv.	Nova Scotia	Nouvelle-Écosse	30 to 44 years old	30 à 44 ans	160
2018	Q1	Jan	2018	T1	janv.	Nova Scotia	Nouvelle-Écosse	45 to 59 years old	45 à 59 ans	15
2018	Q1	Jan	2018	T1	janv.	Nova Scotia	Nouvelle-Écosse	60 to 74 years old	60 à 74 ans	--
2018	Q1	Jan	2018	T1	janv.	Nunavut	Nunavut	15 to 29 years old	15 à 29 ans	--
2018	Q1	Jan	2018	T1	janv.	Nunavut	Nunavut	30 to 44 years old	30 à 44 ans	--
2018	Q1	Jan	2018	T1	janv.	Nunavut	Nunavut	60 to 74 years old	60 à 74 ans	--
2018	Q1	Jan	2018	T1	janv.	Ontario	Ontario	0 to 14 years old	0 à 14 ans	1490
2018	Q1	Jan	2018	T1	janv.	Ontario	Ontario	15 to 29 years old	15 à 29 ans	4250
2018	Q1	Jan	2018	T1	janv.	Ontario	Ontario	30 to 44 years old	30 à 44 ans	4090
2018	Q1	Jan	2018	T1	janv.	Ontario	Ontario	45 to 59 years old	45 à 59 ans	645
2018	Q1	Jan	2018	T1	janv.	Ontario	Ontario	60 to 74 years old	60 à 74 ans	375
2018	Q1	Jan	2018	T1	janv.	Ontario	Ontario	75 years old or more	75 ans et plus	60
2018	Q1	Jan	2018	T1	janv.	Prince Edward Island	Île-du-Prince-Édouard	0 to 14 years old	0 à 14 ans	20
2018	Q1	Jan	2018	T1	janv.	Prince Edward Island	Île-du-Prince-Édouard	15 to 29 years old	15 à 29 ans	35
2018	Q1	Jan	2018	T1	janv.	Prince Edward Island	Île-du-Prince-Édouard	30 to 44 years old	30 à 44 ans	40
2018	Q1	Jan	2018	T1	janv.	Prince Edward Island	Île-du-Prince-Édouard	45 to 59 years old	45 à 59 ans	5
2018	Q1	Jan	2018	T1	janv.	Prince Edward Island	Île-du-Prince-Édouard	60 to 74 years old	60 à 74 ans	--
2018	Q1	Jan	2018	T1	janv.	Province/territory not stated	Province / territoire non déclaré(e)	15 to 29 years old	15 à 29 ans	--
2018	Q1	Jan	2018	T1	janv.	Quebec	Québec	0 to 14 years old	0 à 14 ans	555
2018	Q1	Jan	2018	T1	janv.	Quebec	Québec	15 to 29 years old	15 à 29 ans	810
2018	Q1	Jan	2018	T1	janv.	Quebec	Québec	30 to 44 years old	30 à 44 ans	1015
2018	Q1	Jan	2018	T1	janv.	Quebec	Québec	45 to 59 years old	45 à 59 ans	185
2018	Q1	Jan	2018	T1	janv.	Quebec	Québec	60 to 74 years old	60 à 74 ans	65
2018	Q1	Jan	2018	T1	janv.	Quebec	Québec	75 years old or more	75 ans et plus	10
2018	Q1	Jan	2018	T1	janv.	Saskatchewan	Saskatchewan	0 to 14 years old	0 à 14 ans	175
2018	Q1	Jan	2018	T1	janv.	Saskatchewan	Saskatchewan	15 to 29 years old	15 à 29 ans	320
2018	Q1	Jan	2018	T1	janv.	Saskatchewan	Saskatchewan	30 to 44 years old	30 à 44 ans	460
2018	Q1	Jan	2018	T1	janv.	Saskatchewan	Saskatchewan	45 to 59 years old	45 à 59 ans	80
2018	Q1	Jan	2018	T1	janv.	Saskatchewan	Saskatchewan	60 to 74 years old	60 à 74 ans	25
2018	Q1	Jan	2018	T1	janv.	Saskatchewan	Saskatchewan	75 years old or more	75 ans et plus	--
2018	Q1	Jan	2018	T1	janv.	Yukon	Yukon	0 to 14 years old	0 à 14 ans	--
2018	Q1	Jan	2018	T1	janv.	Yukon	Yukon	15 to 29 years old	15 à 29 ans	15
2018	Q1	Jan	2018	T1	janv.	Yukon	Yukon	30 to 44 years old	30 à 44 ans	15
2018	Q1	Jan	2018	T1	janv.	Yukon	Yukon	45 to 59 years old	45 à 59 ans	--
2018	Q1	Mar	2018	T1	mars	Alberta	Alberta	0 to 14 years old	0 à 14 ans	630
2018	Q1	Mar	2018	T1	mars	Alberta	Alberta	15 to 29 years old	15 à 29 ans	1430
2018	Q1	Mar	2018	T1	mars	Alberta	Alberta	30 to 44 years old	30 à 44 ans	1630
2018	Q1	Mar	2018	T1	mars	Alberta	Alberta	45 to 59 years old	45 à 59 ans	360
2018	Q1	Mar	2018	T1	mars	Alberta	Alberta	60 to 74 years old	60 à 74 ans	210
2018	Q1	Mar	2018	T1	mars	Alberta	Alberta	75 years old or more	75 ans et plus	25
2018	Q1	Mar	2018	T1	mars	British Columbia	Colombie-Britannique	0 to 14 years old	0 à 14 ans	510
2018	Q1	Mar	2018	T1	mars	British Columbia	Colombie-Britannique	15 to 29 years old	15 à 29 ans	1505
2018	Q1	Mar	2018	T1	mars	British Columbia	Colombie-Britannique	30 to 44 years old	30 à 44 ans	1655
2018	Q1	Mar	2018	T1	mars	British Columbia	Colombie-Britannique	45 to 59 years old	45 à 59 ans	335
2018	Q1	Mar	2018	T1	mars	British Columbia	Colombie-Britannique	60 to 74 years old	60 à 74 ans	220
2018	Q1	Mar	2018	T1	mars	British Columbia	Colombie-Britannique	75 years old or more	75 ans et plus	35
2018	Q1	Mar	2018	T1	mars	Manitoba	Manitoba	0 to 14 years old	0 à 14 ans	300
2018	Q1	Mar	2018	T1	mars	Manitoba	Manitoba	15 to 29 years old	15 à 29 ans	450
2018	Q1	Mar	2018	T1	mars	Manitoba	Manitoba	30 to 44 years old	30 à 44 ans	515
2018	Q1	Mar	2018	T1	mars	Manitoba	Manitoba	45 to 59 years old	45 à 59 ans	80
2018	Q1	Mar	2018	T1	mars	Manitoba	Manitoba	60 to 74 years old	60 à 74 ans	35
2018	Q1	Mar	2018	T1	mars	Manitoba	Manitoba	75 years old or more	75 ans et plus	5
2018	Q1	Mar	2018	T1	mars	New Brunswick	Nouveau-Brunswick	0 to 14 years old	0 à 14 ans	135
2018	Q1	Mar	2018	T1	mars	New Brunswick	Nouveau-Brunswick	15 to 29 years old	15 à 29 ans	90
2018	Q1	Mar	2018	T1	mars	New Brunswick	Nouveau-Brunswick	30 to 44 years old	30 à 44 ans	195
2018	Q1	Mar	2018	T1	mars	New Brunswick	Nouveau-Brunswick	45 to 59 years old	45 à 59 ans	40
2018	Q1	Mar	2018	T1	mars	New Brunswick	Nouveau-Brunswick	60 to 74 years old	60 à 74 ans	--
2018	Q1	Mar	2018	T1	mars	New Brunswick	Nouveau-Brunswick	75 years old or more	75 ans et plus	--
2018	Q1	Mar	2018	T1	mars	Newfoundland and Labrador	Terre-Neuve-et-Labrador	0 to 14 years old	0 à 14 ans	10
2018	Q1	Mar	2018	T1	mars	Newfoundland and Labrador	Terre-Neuve-et-Labrador	15 to 29 years old	15 à 29 ans	40
2018	Q1	Mar	2018	T1	mars	Newfoundland and Labrador	Terre-Neuve-et-Labrador	30 to 44 years old	30 à 44 ans	60
2018	Q1	Mar	2018	T1	mars	Newfoundland and Labrador	Terre-Neuve-et-Labrador	45 to 59 years old	45 à 59 ans	10
2018	Q1	Mar	2018	T1	mars	Newfoundland and Labrador	Terre-Neuve-et-Labrador	60 to 74 years old	60 à 74 ans	5
2018	Q1	Mar	2018	T1	mars	Northwest Territories	Territoires du Nord-Ouest	0 to 14 years old	0 à 14 ans	10
2018	Q1	Mar	2018	T1	mars	Northwest Territories	Territoires du Nord-Ouest	15 to 29 years old	15 à 29 ans	30
2018	Q1	Mar	2018	T1	mars	Northwest Territories	Territoires du Nord-Ouest	30 to 44 years old	30 à 44 ans	15
2018	Q1	Mar	2018	T1	mars	Northwest Territories	Territoires du Nord-Ouest	45 to 59 years old	45 à 59 ans	--
2018	Q1	Mar	2018	T1	mars	Nova Scotia	Nouvelle-Écosse	0 to 14 years old	0 à 14 ans	90
2018	Q1	Mar	2018	T1	mars	Nova Scotia	Nouvelle-Écosse	15 to 29 years old	15 à 29 ans	170
2018	Q1	Mar	2018	T1	mars	Nova Scotia	Nouvelle-Écosse	30 to 44 years old	30 à 44 ans	225
2018	Q1	Mar	2018	T1	mars	Nova Scotia	Nouvelle-Écosse	45 to 59 years old	45 à 59 ans	20
2018	Q1	Mar	2018	T1	mars	Nova Scotia	Nouvelle-Écosse	60 to 74 years old	60 à 74 ans	10
2018	Q1	Mar	2018	T1	mars	Nova Scotia	Nouvelle-Écosse	75 years old or more	75 ans et plus	--
2018	Q1	Mar	2018	T1	mars	Nunavut	Nunavut	0 to 14 years old	0 à 14 ans	--
2018	Q1	Mar	2018	T1	mars	Nunavut	Nunavut	15 to 29 years old	15 à 29 ans	--
2018	Q1	Mar	2018	T1	mars	Nunavut	Nunavut	45 to 59 years old	45 à 59 ans	--
2018	Q1	Mar	2018	T1	mars	Ontario	Ontario	0 to 14 years old	0 à 14 ans	2205
2018	Q1	Mar	2018	T1	mars	Ontario	Ontario	15 to 29 years old	15 à 29 ans	4345
2018	Q1	Mar	2018	T1	mars	Ontario	Ontario	30 to 44 years old	30 à 44 ans	5090
2018	Q1	Mar	2018	T1	mars	Ontario	Ontario	45 to 59 years old	45 à 59 ans	855
2018	Q1	Mar	2018	T1	mars	Ontario	Ontario	60 to 74 years old	60 à 74 ans	580
2018	Q1	Mar	2018	T1	mars	Ontario	Ontario	75 years old or more	75 ans et plus	105
2018	Q1	Mar	2018	T1	mars	Prince Edward Island	Île-du-Prince-Édouard	0 to 14 years old	0 à 14 ans	55
2018	Q1	Mar	2018	T1	mars	Prince Edward Island	Île-du-Prince-Édouard	15 to 29 years old	15 à 29 ans	85
2018	Q1	Mar	2018	T1	mars	Prince Edward Island	Île-du-Prince-Édouard	30 to 44 years old	30 à 44 ans	70
2018	Q1	Mar	2018	T1	mars	Prince Edward Island	Île-du-Prince-Édouard	45 to 59 years old	45 à 59 ans	25
2018	Q1	Mar	2018	T1	mars	Prince Edward Island	Île-du-Prince-Édouard	60 to 74 years old	60 à 74 ans	--
2018	Q1	Mar	2018	T1	mars	Quebec	Québec	0 to 14 years old	0 à 14 ans	1000
2018	Q1	Mar	2018	T1	mars	Quebec	Québec	15 to 29 years old	15 à 29 ans	1215
2018	Q1	Mar	2018	T1	mars	Quebec	Québec	30 to 44 years old	30 à 44 ans	1990
2018	Q1	Mar	2018	T1	mars	Quebec	Québec	45 to 59 years old	45 à 59 ans	405
2018	Q1	Mar	2018	T1	mars	Quebec	Québec	60 to 74 years old	60 à 74 ans	135
2018	Q1	Mar	2018	T1	mars	Quebec	Québec	75 years old or more	75 ans et plus	55
